timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
703665.905381,1,1.0,0.5455017247574541,0.565791142110379,703665.905381-0,16.293940404316047,-26.669896553398473,351.7382990579543,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2674468390085874,-0.22103242291213354,0.937878913466929,,,,,,
703665.913781,1,1.0,0.545131346461448,0.5661623566084675,703665.913781-0,16.093579843047024,-26.790040969227604,351.7670603200005,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26704611788604943,-0.22127271174379182,0.9379364359910216,,,,,,
703665.922181,2,1.0,0.5456141381784404,0.5647100985302046,703665.922181-0,16.357214730106605,-26.32967089018915,351.80030576419756,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26757338766016847,-0.22035197158571496,0.9380029268794156,,,,,,
703665.930581,2,1.0,0.5448489923501203,0.5665789277025817,703665.930581-0,15.94048280305649,-26.923543187704368,351.77911035356385,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26673992380606837,-0.2215397161807453,0.9379605360581482,,,,,,
703665.938981,2,1.0,0.5445865512911181,0.5678953563534255,703665.938981-0,15.795881005246784,-27.339046943951743,351.7218837032107,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2664507202104489,-0.22237072369324015,0.937846082757442,,,,,,
703665.947381,2,1.0,0.5449491096022486,0.5667266868891704,703665.947381-0,15.994032325634905,-26.968872987206836,351.7531692389466,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26684702285122514,-0.22163037577975028,0.937908653828914,,,,,,
703665.955781,3,1.0,0.544716761587026,0.5667934740691332,703665.955781-0,15.868732499953722,-26.992171901464374,351.7832947610606,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2665964231998629,-0.22167697360826527,0.9379689048731419,,,,,,
703665.964181,3,1.0,0.5443743909643519,0.567045718793822,703665.964181-0,15.683688492656614,-27.074762040998195,351.816325264212,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2662263351852686,-0.22184215388733297,0.9380349658794447,,,,,,
703665.972581,3,1.0,0.5445288287816282,0.566742099027423,703665.972581-0,15.767630083509289,-26.97796123790573,351.8153771322514,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26639421836697397,-0.2216485522811481,0.9380330696155232,,,,,,
703665.980981,3,1.0,0.5450220449039807,0.5659221172852003,703665.980981-0,16.035320538153492,-26.715782649253327,351.8011555836816,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2669295992762624,-0.22112419510384324,0.9380046265183838,,,,,,
703665.989381,4,1.0,0.5449197516843516,0.5656144898706218,703665.989381-0,15.98099510654226,-26.6203017157475,351.8391092364806,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26682094841303977,-0.22093323323683156,0.9380805338239817,,,,,,
703665.997781,4,1.0,0.5440127581962843,0.5649157148157422,703665.997781-0,15.493997033374313,-26.41004660220203,352.02680849907085,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26584695226670396,-0.2205127230097407,0.938455932349162,,,,,,
703666.006181,4,1.0,0.5441410586910449,0.565080694088345,703666.006181-0,15.562751744793736,-26.46055687638126,351.99545417633544,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26598446168954276,-0.22061374355809912,0.9383932237036914,,,,,,
703666.014581,4,1.0,0.5452027640636382,0.5655499223872497,703666.014581-0,16.133577499682538,-26.597220183369956,351.8011189388525,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26712611319932045,-0.2208870701720765,0.9380045532287256,,,,,,
703666.022981,5,1.0,0.5451324598871609,0.5656625430296731,703666.022981-0,16.095434163248974,-26.633251198285492,351.80349370035077,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2670498265264533,-0.22095913220190755,0.9380093027517221,,,,,,
703666.031381,5,1.0,0.5452266817436031,0.5656445424135617,703666.031381-0,16.146219031254546,-26.626663072774335,351.7905842624385,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2671513962624645,-0.2209459559508853,0.9379834838758976,,,,,,
703666.039781,5,1.0,0.5455759490441201,0.5650701055331901,703666.039781-0,16.335735826717197,-26.442988517650093,351.7797980430309,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26753042985338976,-0.22057860684063674,0.9379619114370823,,,,,,
703666.048181,5,1.0,0.5454949867143644,0.5653283984794837,703666.048181-0,16.291488212089398,-26.524817668646065,351.77316571122986,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26744193462413407,-0.22074226514262874,0.9379486467734802,,,,,,
703666.056581,6,1.0,0.5452435525929253,0.565308115920949,703666.056581-0,16.15615157689038,-26.52095700482836,351.8126423009513,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26717126135373603,-0.2207345438149933,0.9380275999529232,,,,,,
703666.064981,6,1.0,0.5455019041131937,0.5647537053072322,703666.064981-0,16.29667301684578,-26.34446076985661,351.8140970835601,-117.42947909997768,83.8463149026683,-117.20115767551027,0.267452304233647,-0.22038155134504983,0.9380305095181409,,,,,,
703666.073381,6,1.0,0.5446568942357455,0.5669227897371997,703666.073381-0,15.836167310349289,-27.033337174562888,351.7828188546801,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2665312928206539,-0.22175930415446232,0.9379679530603806,,,,,,
703666.081781,6,1.0,0.5445305005961512,0.5662960867464497,703666.081781-0,15.769628425277617,-26.838035606947017,351.84785075190376,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2663982150505106,-0.22136870101923065,0.9380980168548281,,,,,,
703666.090181,7,1.0,0.5442152980882375,0.5654662448532592,703666.090181-0,15.601824201563616,-26.580820522011052,351.9560868638798,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2660626066030826,-0.22085427084935863,0.9383144890787803,,,,,,
703666.098581,7,1.0,0.5436552084760928,0.567448063580473,703666.098581-0,15.295182514001823,-27.208298488807813,351.89482082347945,-117.42947909997768,83.8463149026683,-117.20115767551027,0.265449323227959,-0.22210922678295222,0.9381919569979793,,,,,,
703666.106981,7,1.0,0.5440758865749162,0.5677560776551611,703666.106981-0,15.521137590876627,-27.300606894785375,351.80896513259336,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26590123338170873,-0.22229384359490728,0.9380202456162073,,,,,,
703666.115381,7,1.0,0.5440737724346689,0.5679940429317882,703666.115381-0,15.519421916481605,-27.375258229015884,351.7917541991036,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2658978020329185,-0.22244314626336842,0.9379858237492278,,,,,,
703666.123781,8,1.0,0.5437154867619411,0.5684909924002643,703666.123781-0,15.325173694623146,-27.534795958030713,351.80891716811385,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26550930558920155,-0.22276222172139806,0.9380201496872481,,,,,,
703666.132181,8,1.0,0.5443893642896225,0.5678828996515795,703666.132181-0,15.689704754888247,-27.33716402868609,351.7524827864608,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2662383677097319,-0.22236695786270877,0.9379072809239423,,,,,,
703666.140581,8,1.0,0.5441690720239197,0.5684785622901338,703666.140581-0,15.569586889528495,-27.526210303096676,351.74170566202946,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26599813197901223,-0.22274505041152995,0.9378857266750795,,,,,,
703666.148981,8,1.0,0.54401685436801,0.5682469929818124,703666.148981-0,15.488143952813651,-27.45516823866471,351.78166219376374,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2658352461055826,-0.222602966282666,0.937965639738548,,,,,,
703666.157381,9,1.0,0.544118010130548,0.5675399319054921,703666.157381-0,15.544357376655455,-27.23238504600215,351.81854471491073,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26594767295326627,-0.22215739989734096,0.938039404780842,,,,,,
703666.165781,9,1.0,0.5439836490423551,0.5671495978367009,703666.165781-0,15.4729049777915,-27.111320595346655,351.8674507722679,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26580476815553833,-0.22191527099602987,0.9381372168955563,,,,,,
703666.174181,9,1.0,0.5440341296366291,0.5674724690669286,703666.174181-0,15.499325553207136,-27.2120825915745,351.83611721795324,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2658576093063696,-0.2221167949884856,0.9380745497869271,,,,,,
703666.182581,9,1.0,0.5442715099587951,0.5681229304581683,703666.182581-0,15.625634342482577,-27.41364239482678,351.7525273393042,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2661102268849206,-0.2225199145949901,0.9379073700296291,,,,,,
703666.190981,10,1.0,0.5445090735709164,0.5670998800806295,703666.190981-0,15.756108328793978,-27.090380489898408,351.7920713978209,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2663711748575432,-0.2218733907851335,0.9379864581466624,,,,,,
703666.199381,10,1.0,0.5448311860853553,0.566581272593477,703666.199381-0,15.930886987106561,-26.92445856008024,351.78162292904835,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2667207321741684,-0.22154154692549716,0.9379655612091173,,,,,,
703666.207781,10,1.0,0.5442675831948856,0.568551826612359,703666.207781-0,15.62247335497343,-27.548163414276843,351.7214885556366,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2661039049099022,-0.2227889566338903,0.9378452924622936,,,,,,
703666.216181,10,1.0,0.5443543545362167,0.567384328559994,703666.216181-0,15.672065964206048,-27.18116863540851,351.79444635583826,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2662030901283674,-0.22205496707615358,0.937991208062697,,,,,,
703666.224581,11,1.0,0.5442248630406786,0.5670718900771159,703666.224581-0,15.603066063089692,-27.084491034901617,351.83689858589577,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26606509032613473,-0.22186161187513992,0.938076112522812,,,,,,
703666.232981,11,1.0,0.5440076740274559,0.5680630385288523,703666.232981-0,15.48364254091242,-27.397575179771053,351.7966024630647,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2658262432817802,-0.2224877801648787,0.9379955202771499,,,,,,
703666.241381,11,1.0,0.5441294834736272,0.5671480104373509,703666.241381-0,15.551490657896203,-27.109338297286158,351.8456467110319,-117.42947909997768,83.8463149026683,-117.20115767551027,0.26596193951574765,-0.22191130639990897,0.9380936087730841,,,,,,
703666.249781,11,1.0,0.5434610514077665,0.5681338979788502,703666.249781-0,15.188900083115612,-27.4254252946737,351.87342630480384,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2652367583661866,-0.22254348039468397,0.9381491679606282,,,,,,
703666.258181,12,1.0,0.5442819482497601,0.5676883557389011,703666.258181-0,15.632317466853536,-27.277257258909927,351.7829678601607,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2661235931336624,-0.22224714432315643,0.9379682510713419,,,,,,
703666.266581,12,1.0,0.5500223939053823,0.5687720269514953,703666.266581-0,18.71500532513968,-27.557740040907277,350.8306958374189,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2722889688502346,-0.2228081098871511,0.9360637070258584,,,,,,
703666.274981,12,1.0,0.5546703835593308,0.5738204253362174,703666.274981-0,21.187090050911024,-29.085481777662963,349.7376563626776,-117.42947909997768,83.8463149026683,-117.20115767551027,0.2772331383017774,-0.22586359336066253,0.9338776280763756,,,,,,
703666.283381,12,1.0,0.5545306135594434,0.5757296242762384,703666.283381-0,21.106236359665942,-29.682238016681936,349.6169259653478,-117.42947909997768,83.8463149026683,-117.20115767551027,0.27707143091928726,-0.2270571058387005,0.9336361672817162,,,,,,
